TransactionID,Items,Basket_Size,Basket_Total
1304,"['other_vegetables', 'cake_bar']",2,12.55
1305,"['whole_milk', 'shopping_bags']",2,21.71
1306,"['bottled_water', 'soda']",2,11.33
1307,"['frozen_meals', 'canned_fruit']",2,20.36
1308,"['pip_fruit', 'yogurt']",2,9.14
1309,"['rolls/buns', 'shopping_bags']",2,17.37
1310,"['whipped/sour_cream', 'pastry', 'bottled_water']",3,16.0
1311,"['long_life_bakery_product', 'house_keeping_products']",2,11.049999999999999
1312,"['tropical_fruit', 'brown_bread', 'pastry']",3,27.45
1313,"['whole_milk', 'coffee']",2,11.53
1314,"['beverages', 'sauces', 'sweet_spreads', 'pot_plants']",4,45.2
1315,"['cream_cheese', 'rolls/buns']",2,10.32
1316,"['frozen_vegetables', 'frozen_meals']",2,20.57
1317,"['root_vegetables', 'other_vegetables', 'yogurt', 'flower_(seeds)']",4,22.38
1318,"['citrus_fruit', 'curd', 'uht-milk']",3,30.95
1319,"['rolls/buns', 'instant_food_products']",2,5.4
1320,"['frozen_vegetables', 'bottled_water']",2,11.11
1321,"['whole_milk', 'fruit/vegetable_juice']",2,11.319999999999999
1322,"['other_vegetables', 'soft_cheese']",2,12.629999999999999
1323,"['whole_milk', 'rolls/buns', 'chewing_gum']",3,24.73
1324,"['beverages', 'chocolate']",2,26.48
1325,"['finished_products', 'candy']",2,19.1
1326,"['specialty_chocolate', 'photo/film']",2,14.920000000000002
1327,"['skin_care', 'napkins']",2,14.42
1328,"['condensed_milk', 'rolls/buns']",2,14.850000000000001
1329,"['hard_cheese', 'instant_food_products']",2,8.28
1330,"['whole_milk', 'butter', 'cat_food']",3,27.169999999999998
1331,"['frankfurter', 'rolls/buns']",2,7.85
1332,"['yogurt', 'fruit/vegetable_juice']",2,9.9
1333,"['soda', 'long_life_bakery_product']",2,10.32
1334,"['pip_fruit', 'butter_milk', 'soda']",3,24.68
1335,"['pip_fruit', 'soda', 'chewing_gum']",3,22.23
1336,"['dessert', 'waffles']",2,11.35
1337,"['whole_milk', 'rolls/buns', 'pastry', 'newspapers']",4,20.09
1338,"['frankfurter', 'whole_milk', 'rolls/buns', 'salt']",4,23.75
1339,"['whole_milk', 'pastry']",2,14.809999999999999
1340,"['rolls/buns', 'dishes']",2,17.02
1341,"['soups', 'canned_vegetables', 'chocolate']",3,22.54
1342,"['rolls/buns', 'pastry', 'sugar']",3,13.44
1343,"['curd', 'soda', 'cake_bar']",3,26.12
1344,"['rolls/buns', 'coffee']",2,7.19
1345,"['frankfurter', 'whole_milk', 'butter', 'dessert']",4,21.86
1346,"['meat', 'frozen_meals', 'fruit/vegetable_juice']",3,26.22
1347,"['turkey', 'tropical_fruit', 'yogurt', 'rolls/buns']",4,33.71
1348,"['citrus_fruit', 'specialty_fat']",2,14.389999999999999
1349,"['whipped/sour_cream', 'frozen_vegetables', 'frozen_meals']",3,28.19
1350,"['rolls/buns', 'brown_bread']",2,11.48
1351,"['spread_cheese', 'white_bread', 'newspapers']",3,23.95
1352,"['root_vegetables', 'soft_cheese']",2,11.82
1353,"['frankfurter', 'butter', 'brown_bread']",3,16.31
1354,"['curd', 'yogurt']",2,14.68
1355,"['pip_fruit', 'soda']",2,10.74
1356,"['instant_coffee', 'photo/film']",2,14.55
1357,"['curd', 'uht-milk', 'bottled_water']",3,21.52
1358,"['rolls/buns', 'soda', 'chewing_gum']",3,24.91
1359,"['tropical_fruit', 'pip_fruit', 'whole_milk', 'pastry']",4,30.98
1360,"['tropical_fruit', 'brown_bread', 'specialty_bar']",3,22.53
1361,"['dessert', 'brown_bread']",2,10.82
1362,"['citrus_fruit', 'misc._beverages']",2,18.18
1363,"['whole_milk', 'rolls/buns', 'syrup']",3,22.169999999999998
1364,"['whole_milk', 'processed_cheese', 'spread_cheese', 'rolls/buns']",4,32.91
1365,"['frozen_meals', 'white_bread', 'fruit/vegetable_juice']",3,28.45
1366,"['dessert', 'yogurt', 'cat_food', 'napkins']",4,26.58
1367,"['rolls/buns', 'sugar', 'coffee', 'soda']",4,19.130000000000003
1368,"['butter', 'napkins']",2,8.8
1369,"['chicken', 'fruit/vegetable_juice', 'long_life_bakery_product']",3,9.52
1370,"['rolls/buns', 'soda', 'snack_products']",3,20.19
1371,"['rolls/buns', 'pastry', 'coffee']",3,13.21
1372,"['pasta', 'sauces']",2,11.91
1373,"['waffles', 'chocolate', 'specialty_chocolate']",3,27.42
1374,"['pasta', 'specialty_chocolate', 'dishes']",3,24.82
1375,"['yogurt', 'frozen_dessert']",2,19.28
1376,"['whole_milk', 'coffee', 'cooking_chocolate', 'newspapers']",4,23.66
1377,"['tropical_fruit', 'yogurt', 'beverages']",3,33.67
1378,"['yogurt', 'sugar', 'shopping_bags']",3,23.26
1379,"['meat', 'whole_milk', 'rolls/buns']",3,25.11
1380,"['soda', 'bathroom_cleaner']",2,10.84
1381,"['whole_milk', 'frozen_vegetables']",2,17.54
1382,"['specialty_bar', 'house_keeping_products']",2,10.799999999999999
1383,"['berries', 'yogurt', 'whipped/sour_cream']",3,26.53
1384,"['dessert', 'soda']",2,12.760000000000002
1385,"['whole_milk', 'dessert', 'coffee', 'bottled_water']",4,17.68
1386,"['other_vegetables', 'rolls/buns', 'hair_spray']",3,17.35
1387,"['misc._beverages', 'napkins']",2,9.309999999999999
1388,"['whipped/sour_cream', 'margarine', 'long_life_bakery_product']",3,19.07
1389,"['tropical_fruit', 'whipped/sour_cream', 'jam']",3,28.85
1390,"['citrus_fruit', 'pip_fruit']",2,13.559999999999999
1391,"['waffles', 'specialty_bar']",2,8.66
1392,"['pip_fruit', 'whipped/sour_cream']",2,9.39
1393,"['margarine', 'candy']",2,17.03
1394,"['whole_milk', 'rolls/buns', 'salt']",3,20.35
1395,"['whole_milk', 'soft_cheese', 'sliced_cheese']",3,29.64
1396,"['rolls/buns', 'meat_spreads']",2,14.580000000000002
1397,"['meat', 'other_vegetables']",2,14.579999999999998
1398,"['pastry', 'long_life_bakery_product']",2,7.369999999999999
1399,"['rolls/buns', 'brown_bread']",2,11.48
1400,"['frankfurter', 'whole_milk', 'rolls/buns', 'newspapers']",4,17.47
1401,"['frozen_fruits', 'soda', 'specialty_bar']",3,20.790000000000003
1402,"['hard_cheese', 'pasta', 'soda', 'waffles']",4,30.83
1403,"['dessert', 'yogurt']",2,11.16
1404,"['other_vegetables', 'condensed_milk', 'soda']",3,22.080000000000002
1405,"['yogurt', 'rolls/buns']",2,11.82
1406,"['packaged_fruit/vegetables', 'pastry']",2,16.619999999999997
1407,"['cat_food', 'misc._beverages', 'female_sanitary_products']",3,31.46
1408,"['root_vegetables', 'herbs', 'other_vegetables']",3,13.309999999999999
1409,"['tropical_fruit', 'rolls/buns', 'misc._beverages']",3,25.240000000000002
1410,"['whole_milk', 'white_bread']",2,22.89
1411,"['whole_milk', 'butter', 'sugar']",3,17.64
1412,"['whole_milk', 'bottled_water', 'soda', 'chewing_gum']",4,31.61
1413,"['root_vegetables', 'dog_food', 'bottled_water']",3,14.91
1414,"['tropical_fruit', 'seasonal_products']",2,23.3
1415,"['whole_milk', 'butter', 'soda', 'chocolate']",4,38.22
1416,"['soda', 'waffles']",2,16.53
1417,"['beverages', 'photo/film']",2,21.54
1418,"['hygiene_articles', 'photo/film']",2,18.17
1419,"['pastry', 'bottled_water', 'specialty_chocolate']",3,13.66
1420,"['rolls/buns', 'pickled_vegetables']",2,10.2
1421,"['instant_coffee', 'long_life_bakery_product']",2,6.26
1422,"['liver_loaf', 'tropical_fruit', 'other_vegetables']",3,21.0
1423,"['root_vegetables', 'whole_milk', 'hard_cheese', 'specialty_cheese']",4,25.68
1424,"['waffles', 'specialty_chocolate']",2,12.84
1425,"['soda', 'specialty_bar']",2,10.07
1426,"['whole_milk', 'margarine', 'soda']",3,27.86
1427,"['whole_milk', 'domestic_eggs', 'rolls/buns', 'fruit/vegetable_juice']",4,20.8
1428,"['whole_milk', 'brown_bread']",2,15.82
1429,"['whole_milk', 'frozen_meals', 'bottled_water']",3,22.97
1430,"['citrus_fruit', 'root_vegetables', 'frozen_vegetables', 'chewing_gum']",4,33.93
1431,"['dish_cleaner', 'shopping_bags']",2,19.759999999999998
1432,"['rolls/buns', 'soda']",2,13.420000000000002
1433,"['beverages', 'rolls/buns', 'soda', 'seasonal_products']",4,34.22
1434,"['whole_milk', 'newspapers']",2,9.62
1435,"['meat', 'curd', 'whipped/sour_cream', 'roll_products']",4,33.82
1436,"['soda', 'chewing_gum']",2,20.46
1437,"['chicken', 'candy']",2,12.57
1438,"['other_vegetables', 'rolls/buns']",2,7.16
1439,"['ice_cream', 'rolls/buns', 'chocolate']",3,27.64
1440,"['fish', 'specialty_chocolate']",2,11.4
1441,"['tropical_fruit', 'whole_milk', 'butter', 'syrup']",4,38.0
1442,"['uht-milk', 'canned_fish']",2,15.64
1443,"['frozen_meals', 'soda', 'specialty_chocolate']",3,26.07
1444,"['berries', 'brown_bread']",2,18.57
1445,"['yogurt', 'beverages', 'soda', 'shopping_bags']",4,41.160000000000004
1446,"['brown_bread', 'seasonal_products']",2,15.93
1447,"['domestic_eggs', 'waffles', 'napkins']",3,15.51
1448,"['rolls/buns', 'white_bread']",2,18.55
1449,"['pip_fruit', 'bottled_water']",2,4.13
1450,"['whole_milk', 'fruit/vegetable_juice', 'chewing_gum', 'shopping_bags']",4,35.73
1451,"['onions', 'whole_milk']",2,11.629999999999999
1452,"['other_vegetables', 'whole_milk']",2,11.5
1453,"['other_vegetables', 'cream_cheese']",2,8.58
1454,"['fruit/vegetable_juice', 'long_life_bakery_product', 'newspapers']",3,4.71
1455,"['other_vegetables', 'whole_milk', 'dessert', 'chewing_gum']",4,26.78
1456,"['chocolate', 'specialty_chocolate']",2,19.86
1457,"['frankfurter', 'whole_milk', 'white_bread', 'brown_bread']",4,33.32
1458,"['root_vegetables', 'herbs']",2,10.6
1459,"['citrus_fruit', 'tropical_fruit', 'pip_fruit', 'chewing_gum']",4,39.45
1460,"['tropical_fruit', 'whole_milk', 'newspapers', 'shopping_bags']",4,36.94
1461,"['other_vegetables', 'semi-finished_bread']",2,5.77
1462,"['meat', 'other_vegetables', 'salty_snack']",3,18.009999999999998
1463,"['whole_milk', 'brown_bread']",2,15.82
1464,"['coffee', 'instant_coffee']",2,7.65
1465,"['rolls/buns', 'pastry']",2,10.469999999999999
1466,"['ice_cream', 'semi-finished_bread']",2,11.67
1467,"['liver_loaf', 'whole_milk', 'rolls/buns', 'soda']",4,26.1
1468,"['chewing_gum', 'seasonal_products']",2,20.39
1469,"['soda', 'salty_snack', 'cake_bar', 'candy']",4,29.17
1470,"['chicken', 'tropical_fruit', 'pip_fruit', 'other_vegetables']",4,24.52
1471,"['soft_cheese', 'ice_cream']",2,18.53
1472,"['whole_milk', 'white_bread', 'newspapers']",3,23.72
1473,"['pastry', 'instant_coffee']",2,10.93
1474,"['citrus_fruit', 'yogurt', 'whipped/sour_cream', 'shopping_bags']",4,39.7
1475,"['ice_cream', 'soda']",2,17.58
1476,"['root_vegetables', 'other_vegetables', 'white_bread', 'baking_powder']",4,29.32
1477,"['other_vegetables', 'fruit/vegetable_juice', 'salty_snack', 'napkins']",4,11.59
1478,"['coffee', 'tea']",2,8.27
1479,"['other_vegetables', 'coffee', 'soda', 'dental_care']",4,21.82
1480,"['misc._beverages', 'dishes']",2,18.96
1481,"['whole_milk', 'meat_spreads', 'fruit/vegetable_juice']",3,21.45
1482,"['chicken', 'yogurt', 'whipped/sour_cream']",3,20.63
1483,"['dessert', 'specialty_chocolate']",2,9.07
1484,"['pastry', 'margarine', 'coffee']",3,18.86
1485,"['onions', 'frozen_meals']",2,14.66
1486,"['pastry', 'soda']",2,14.99
1487,"['whole_milk', 'hard_cheese', 'rolls/buns', 'bottled_water']",4,22.93
1488,"['pip_fruit', 'whole_milk']",2,10.559999999999999
1489,"['instant_food_products', 'soda']",2,9.92
1490,"['meat', 'whole_milk', 'yogurt']",3,28.029999999999998
1491,"['whipped/sour_cream', 'frozen_vegetables']",2,16.37
1492,"['tropical_fruit', 'whipped/sour_cream', 'hygiene_articles']",3,30.55
1493,"['bottled_water', 'waffles', 'chocolate']",3,24.5
1494,"['beef', 'specialty_chocolate']",2,19.93
1495,"['frankfurter', 'rolls/buns']",2,7.85
1496,"['uht-milk', 'mustard']",2,24.15
1497,"['whole_milk', 'brown_bread']",2,15.82
1498,"['butter_milk', 'brown_bread']",2,20.97
1499,"['chicken', 'rolls/buns', 'bottled_water']",3,12.45
1500,"['whole_milk', 'cat_food']",2,21.29
1501,"['sliced_cheese', 'rolls/buns']",2,15.379999999999999
1502,"['butter_milk', 'yogurt']",2,21.31
1503,"['butter', 'yogurt']",2,13.25
1504,"['tropical_fruit', 'whole_milk', 'newspapers']",3,24.02
1505,"['softener', 'newspapers']",2,2.55
1506,"['rolls/buns', 'pastry', 'semi-finished_bread']",3,13.53
1507,"['tropical_fruit', 'whole_milk']",2,23.189999999999998
1508,"['other_vegetables', 'whole_milk', 'specialty_cheese']",3,19.16
1509,"['margarine', 'misc._beverages']",2,16.49
1510,"['salt', 'salty_snack']",2,10.540000000000001
1511,"['other_vegetables', 'whole_milk', 'salty_snack']",3,14.93
1512,"['frankfurter', 'processed_cheese', 'soda']",3,23.02
1513,"['frankfurter', 'beef', 'whole_milk']",3,26.84
1514,"['fish', 'uht-milk', 'cream_cheese', 'ice_cream']",4,32.45
1515,"['chewing_gum', 'specialty_bar']",2,12.59
1516,"['uht-milk', 'soda', 'detergent']",3,31.03
1517,"['meat', 'rolls/buns', 'misc._beverages']",3,22.71
1518,"['pip_fruit', 'rolls/buns', 'snack_products']",3,12.99
1519,"['other_vegetables', 'whole_milk', 'butter_milk', 'margarine']",4,35.54
1520,"['whole_milk', 'butter_milk', 'cream_cheese', 'coffee']",4,31.34
1521,"['yogurt', 'rolls/buns']",2,11.82
1522,"['pip_fruit', 'soda']",2,10.74
1523,"['whole_milk', 'domestic_eggs']",2,13.82
1524,"['bottled_water', 'newspapers']",2,3.19
1525,"['bottled_water', 'soda']",2,11.33
1526,"['citrus_fruit', 'curd', 'yogurt', 'newspapers']",4,27.299999999999997
1527,"['whole_milk', 'curd', 'oil', 'margarine']",4,33.4
1528,"['fruit/vegetable_juice', 'pot_plants']",2,16.98
1529,"['other_vegetables', 'cream_cheese']",2,8.58
1530,"['pip_fruit', 'pastry']",2,7.789999999999999
1531,"['whole_milk', 'sugar', 'cat_food']",3,24.259999999999998
1532,"['beef', 'rolls/buns']",2,19.1
1533,"['pastry', 'coffee', 'chewing_gum']",3,20.25
1534,"['tropical_fruit', 'bottled_water']",2,16.76
1535,"['root_vegetables', 'other_vegetables', 'cream_cheese', 'chocolate']",4,25.06
1536,"['whole_milk', 'yogurt']",2,16.16
1537,"['whole_milk', 'rolls/buns', 'bottled_water']",3,15.6
1538,"['detergent', 'photo/film']",2,19.85
1539,"['other_vegetables', 'whole_milk']",2,11.5
1540,"['fruit/vegetable_juice', 'waffles']",2,10.09
1541,"['pip_fruit', 'pastry', 'margarine']",3,17.89
1542,"['zwieback', 'cat_food', 'dish_cleaner']",3,23.71
1543,"['root_vegetables', 'rolls/buns']",2,6.35
1544,"['whole_milk', 'rolls/buns', 'baking_powder', 'chocolate']",4,38.43
1545,"['pip_fruit', 'whole_milk', 'frozen_vegetables', 'bottled_water']",4,21.669999999999998
1546,"['meat', 'whole_milk', 'rolls/buns']",3,25.11
1547,"['root_vegetables', 'white_bread', 'brown_bread']",3,23.03
1548,"['grapes', 'other_vegetables', 'whole_milk', 'sugar']",4,16.63
1549,"['citrus_fruit', 'other_vegetables']",2,14.5
1550,"['chicken', 'beef', 'other_vegetables']",3,23.0
1551,"['other_vegetables', 'hard_cheese', 'newspapers']",3,10.87
1552,"['frozen_potato_products', 'rolls/buns', 'brown_bread']",3,18.630000000000003
1553,"['other_vegetables', 'whole_milk', 'margarine']",3,21.599999999999998
1554,"['pip_fruit', 'other_vegetables', 'fruit/vegetable_juice']",3,7.01
1555,"['frozen_meals', 'ice_cream', 'frozen_potato_products']",3,27.58
1556,"['whole_milk', 'frozen_fish', 'rolls/buns', 'pickled_vegetables']",4,29.13
1557,"['mayonnaise', 'rolls/buns', 'soda', 'specialty_chocolate']",4,27.28
1558,"['rolls/buns', 'fruit/vegetable_juice']",2,6.98
1559,"['hard_cheese', 'candles']",2,19.759999999999998
1560,"['bottled_water', 'newspapers']",2,3.19
1561,"['citrus_fruit', 'domestic_eggs', 'jam']",3,23.65
1562,"['domestic_eggs', 'specialty_chocolate']",2,10.31
1563,"['frankfurter', 'citrus_fruit', 'rolls/buns', 'soda']",4,28.61
1564,"['white_bread', 'misc._beverages', 'long_life_bakery_product']",3,21.84
1565,"['frankfurter', 'rolls/buns', 'bottled_water']",3,10.21
1566,"['beverages', 'newspapers']",2,12.73
1567,"['butter', 'brown_bread', 'seasonal_products']",3,21.810000000000002
1568,"['salt', 'cling_film/bags']",2,14.379999999999999
1569,"['beef', 'root_vegetables', 'whole_milk', 'margarine']",4,35.44
1570,"['curd', 'semi-finished_bread', 'baking_powder']",3,20.98
1571,"['fruit/vegetable_juice', 'chewing_gum']",2,14.02
1572,"['frankfurter', 'whole_milk', 'cream_cheese', 'specialty_chocolate']",4,23.34
1573,"['citrus_fruit', 'root_vegetables', 'other_vegetables']",3,16.4
1574,"['tropical_fruit', 'curd']",2,21.71
1575,"['citrus_fruit', 'root_vegetables', 'other_vegetables', 'whole_milk']",4,25.189999999999998
1576,"['beef', 'other_vegetables', 'whipped/sour_cream', 'newspapers']",4,25.81
1577,"['whole_milk', 'butter', 'rolls/buns']",3,19.119999999999997
1578,"['whole_milk', 'bottled_water']",2,11.149999999999999
1579,"['chicken', 'frozen_vegetables', 'frozen_meals', 'frozen_dessert']",4,38.12
1580,"['whole_milk', 'rolls/buns']",2,13.239999999999998
1581,"['whole_milk', 'butter_milk']",2,22.729999999999997
1582,"['citrus_fruit', 'other_vegetables', 'yogurt']",3,21.869999999999997
1583,"['other_vegetables', 'whole_milk', 'yogurt', 'rolls/buns']",4,23.32
1584,"['rolls/buns', 'fruit/vegetable_juice']",2,6.98
1585,"['frozen_vegetables', 'rolls/buns']",2,13.2
1586,"['other_vegetables', 'curd', 'margarine']",3,20.119999999999997
1587,"['other_vegetables', 'whole_milk', 'bottled_water']",3,13.86
1588,"['ice_cream', 'brown_bread']",2,15.64
1589,"['pastry', 'soda']",2,14.99
1590,"['onions', 'other_vegetables', 'soda', 'fruit/vegetable_juice']",4,17.05
1591,"['other_vegetables', 'whole_milk', 'yogurt']",3,18.869999999999997
1592,"['yogurt', 'rolls/buns']",2,11.82
1593,"['whole_milk', 'curd', 'pastry']",3,22.119999999999997
1594,"['frankfurter', 'pip_fruit', 'whole_milk', 'soda']",4,22.93
1595,"['whole_milk', 'mayonnaise', 'soda', 'newspapers']",4,27.169999999999998
1596,"['condensed_milk', 'soda']",2,19.37
1597,"['margarine', 'long_life_bakery_product', 'candles']",3,23.88
1598,"['whole_milk', 'pet_care']",2,13.66
1599,"['processed_cheese', 'rolls/buns', 'soda', 'flower_(seeds)']",4,34.47
1600,"['whole_milk', 'rolls/buns', 'newspapers']",3,14.069999999999999
1601,"['turkey', 'beef', 'semi-finished_bread']",3,25.2
1602,"['other_vegetables', 'napkins']",2,5.63
1603,"['hard_cheese', 'salt', 'canned_vegetables']",3,15.870000000000001
1604,"['other_vegetables', 'curd_cheese']",2,5.96
1605,"['chicken', 'flower_(seeds)']",2,16.04
1606,"['other_vegetables', 'newspapers']",2,3.54
1607,"['chicken', 'other_vegetables', 'dessert', 'soda']",4,21.11
1608,"['bottled_water', 'soda']",2,11.33
1609,"['soda', 'candy']",2,15.9
1610,"['whipped/sour_cream', 'long_life_bakery_product', 'napkins', 'pot_plants']",4,26.34
1611,"['onions', 'other_vegetables']",2,5.55
1612,"['frozen_vegetables', 'soda']",2,17.72
1613,"['pip_fruit', 'frozen_meals', 'ice_cream', 'fruit/vegetable_juice']",4,24.73
1614,"['tropical_fruit', 'root_vegetables', 'domestic_eggs']",3,21.330000000000002
1615,"['margarine', 'soda']",2,19.07
1616,"['domestic_eggs', 'pastry']",2,11.05
1617,"['condensed_milk', 'pastry', 'female_sanitary_products', 'shopping_bags']",4,41.91
1618,"['tropical_fruit', 'whole_milk', 'beverages', 'rolls/buns']",4,39.54
1619,"['root_vegetables', 'other_vegetables', 'specialty_chocolate']",3,9.89
1620,"['citrus_fruit', 'soda', 'misc._beverages']",3,27.15
1621,"['waffles', 'newspapers']",2,8.389999999999999
1622,"['beverages', 'uht-milk', 'zwieback', 'misc._beverages']",4,34.51
1623,"['salty_snack', 'chocolate']",2,18.01
1624,"['white_bread', 'brown_bread']",2,21.13
1625,"['whole_milk', 'frozen_vegetables', 'pastry', 'cleaner']",4,26.88
1626,"['butter_milk', 'hard_cheese', 'instant_coffee']",3,26.18
1627,"['sugar', 'coffee']",2,5.710000000000001
1628,"['soups', 'canned_vegetables']",2,7.96
1629,"['bottled_water', 'soda', 'female_sanitary_products']",3,23.900000000000002
1630,"['other_vegetables', 'whole_milk', 'brown_bread']",3,18.53
1631,"['frankfurter', 'other_vegetables']",2,6.109999999999999
1632,"['domestic_eggs', 'pastry', 'hygiene_articles']",3,19.58
1633,"['tropical_fruit', 'oil']",2,21.6
1634,"['pastry', 'soda']",2,14.99
1635,"['other_vegetables', 'condensed_milk', 'coffee', 'detergent']",4,26.060000000000002
1636,"['whole_milk', 'pastry']",2,14.809999999999999
1637,"['root_vegetables', 'onions', 'other_vegetables', 'whole_milk']",4,16.24
1638,"['tropical_fruit', 'other_vegetables', 'yogurt', 'chewing_gum']",4,35.97
1639,"['specialty_chocolate', 'photo/film']",2,14.920000000000002
1640,"['other_vegetables', 'frozen_meals', 'domestic_eggs']",3,19.560000000000002
1641,"['tropical_fruit', 'other_vegetables', 'newspapers']",3,17.94
1642,"['tropical_fruit', 'other_vegetables', 'yogurt']",3,24.48
1643,"['misc._beverages', 'waffles', 'candy']",3,20.88
1644,"['other_vegetables', 'yogurt', 'white_bread']",3,24.18
1645,"['other_vegetables', 'chocolate_marshmallow']",2,16.16
1646,"['whole_milk', 'butter']",2,14.669999999999998
1647,"['misc._beverages', 'napkins']",2,9.309999999999999
1648,"['whole_milk', 'whipped/sour_cream', 'cream_cheese', 'soda']",4,31.25
1649,"['chicken', 'other_vegetables']",2,8.35
1650,"['dessert', 'long_life_bakery_product']",2,5.140000000000001
1651,"['soda', 'soap']",2,18.57
1652,"['root_vegetables', 'whipped/sour_cream']",2,9.52
1653,"['soda', 'misc._beverages']",2,15.36
1654,"['chicken', 'root_vegetables']",2,7.539999999999999
1655,"['beverages', 'specialty_bar']",2,13.0
1656,"['chicken', 'soda']",2,14.61
1657,"['citrus_fruit', 'bottled_water', 'dishes']",3,26.72
1658,"['tropical_fruit', 'yogurt', 'rolls/buns']",3,26.22
1659,"['tropical_fruit', 'other_vegetables', 'pickled_vegetables']",3,22.86
1660,"['cream_cheese', 'spread_cheese']",2,14.89
1661,"['rolls/buns', 'specialty_bar']",2,5.550000000000001
1662,"['meat', 'tropical_fruit', 'other_vegetables', 'candy']",4,35.91
1663,"['brown_bread', 'sauces', 'pet_care']",3,16.84
1664,"['uht-milk', 'brown_bread', 'coffee', 'shopping_bags']",4,34.54
1665,"['whole_milk', 'butter_milk']",2,22.729999999999997
1666,"['brown_bread', 'jam', 'fruit/vegetable_juice']",3,16.39
1667,"['other_vegetables', 'baking_powder', 'napkins']",3,16.24
1668,"['whole_milk', 'bottled_water']",2,11.149999999999999
1669,"['pastry', 'jam']",2,12.85
1670,"['beverages', 'bottled_water', 'long_life_bakery_product']",3,15.61
1671,"['tropical_fruit', 'packaged_fruit/vegetables', 'sliced_cheese']",3,35.93
1672,"['beef', 'root_vegetables', 'white_bread', 'soda']",4,39.62
1673,"['rolls/buns', 'bottled_water', 'dental_care', 'shopping_bags']",4,27.13
1674,"['domestic_eggs', 'salty_snack', 'popcorn', 'napkins']",4,13.59
1675,"['whole_milk', 'jam', 'canned_fish', 'waffles']",4,26.97
1676,"['whole_milk', 'cake_bar']",2,18.63
1677,"['hard_cheese', 'rolls/buns', 'sugar', 'candy']",4,21.68
1678,"['yogurt', 'margarine', 'fruit/vegetable_juice', 'shopping_bags']",4,32.92
1679,"['whole_milk', 'yogurt']",2,16.16
1680,"['citrus_fruit', 'newspapers']",2,12.62
1681,"['whipped/sour_cream', 'frozen_vegetables', 'hygiene_articles']",3,24.9
1682,"['yogurt', 'beverages', 'frozen_meals', 'long_life_bakery_product']",4,32.44
1683,"['pastry', 'soda']",2,14.99
1684,"['berries', 'pastry', 'seasonal_products', 'shopping_bags']",4,39.379999999999995
1685,"['domestic_eggs', 'soda', 'cake_bar']",3,23.84
1686,"['curd', 'rolls/buns', 'long_life_bakery_product']",3,13.11
1687,"['spread_cheese', 'rolls/buns', 'canned_fish']",3,17.259999999999998
1688,"['coffee', 'soda']",2,11.71
1689,"['other_vegetables', 'whole_milk', 'rolls/buns']",3,15.95
1690,"['dessert', 'fruit/vegetable_juice', 'long_life_bakery_product', 'waffles']",4,15.23
1691,"['whole_milk', 'whipped/sour_cream']",2,16.41
1692,"['frankfurter', 'whole_milk', 'mustard', 'chewing_gum']",4,35.98
1693,"['berries', 'root_vegetables', 'whole_milk']",3,22.229999999999997
1694,"['whole_milk', 'margarine']",2,18.89
1695,"['frankfurter', 'rolls/buns', 'chocolate']",3,22.43
1696,"['beef', 'butter']",2,20.53
1697,"['whole_milk', 'soda']",2,17.759999999999998
1698,"['pip_fruit', 'whole_milk']",2,10.559999999999999
1699,"['frankfurter', 'rolls/buns', 'soda', 'specialty_bar']",4,17.92
1700,"['soda', 'seasonal_products']",2,17.87
1701,"['chewing_gum', 'specialty_chocolate']",2,16.77
1702,"['flour', 'sugar']",2,7.65
1703,"['tropical_fruit', 'pip_fruit', 'whole_milk', 'flower_soil/fertilizer']",4,27.49
1704,"['pip_fruit', 'berries', 'yogurt']",3,20.68
1705,"['yogurt', 'margarine']",2,17.47
1706,"['whole_milk', 'cereals']",2,18.45
1707,"['whole_milk', 'margarine']",2,18.89
1708,"['pastry', 'soda']",2,14.99
1709,"['frozen_meals', 'soda']",2,20.79
1710,"['root_vegetables', 'whole_milk', 'curd']",3,18.0
1711,"['dessert', 'frozen_meals', 'soda', 'seasonal_products']",4,33.480000000000004
1712,"['soda', 'fruit/vegetable_juice']",2,11.5
1713,"['beef', 'cat_food', 'newspapers']",3,27.98
1714,"['citrus_fruit', 'whipped/sour_cream']",2,19.41
1715,"['berries', 'whipped/sour_cream', 'domestic_eggs']",3,24.189999999999998
1716,"['meat', 'chicken', 'other_vegetables', 'whole_milk']",4,29.009999999999998
1717,"['yogurt', 'domestic_eggs']",2,12.4
1718,"['citrus_fruit', 'root_vegetables', 'other_vegetables', 'ice_cream']",4,25.009999999999998
1719,"['soda', 'nut_snack', 'flower_(seeds)']",3,21.18
1720,"['fruit/vegetable_juice', 'hygiene_articles', 'napkins']",3,13.979999999999999
1721,"['citrus_fruit', 'root_vegetables', 'whole_milk', 'curd']",4,29.79
1722,"['whipped/sour_cream', 'frozen_vegetables', 'newspapers']",3,17.2
1723,"['yogurt', 'sliced_cheese', 'frozen_meals']",3,30.12
1724,"['chicken', 'other_vegetables']",2,8.35
1725,"['tropical_fruit', 'mustard', 'sauces']",3,31.64
1726,"['butter', 'curd']",2,13.19
1727,"['candy', 'photo/film']",2,16.57
1728,"['whipped/sour_cream', 'brown_bread']",2,14.65
1729,"['tropical_fruit', 'whole_milk', 'candles']",3,35.62
1730,"['rolls/buns', 'specialty_chocolate']",2,9.73
1731,"['pastry', 'soda']",2,14.99
1732,"['citrus_fruit', 'yogurt', 'canned_fruit']",3,27.7
