TransactionID,Items,Basket_Size
1538,"['detergent', 'photo/film']",2
1539,"['other_vegetables', 'whole_milk']",2
1540,"['fruit/vegetable_juice', 'waffles']",2
1541,"['pip_fruit', 'pastry', 'margarine']",3
1542,"['zwieback', 'cat_food', 'dish_cleaner']",3
1543,"['root_vegetables', 'rolls/buns']",2
1544,"['whole_milk', 'rolls/buns', 'baking_powder', 'chocolate']",4
1545,"['pip_fruit', 'whole_milk', 'frozen_vegetables', 'bottled_water']",4
1546,"['meat', 'whole_milk', 'rolls/buns']",3
1547,"['root_vegetables', 'white_bread', 'brown_bread']",3
1548,"['grapes', 'other_vegetables', 'whole_milk', 'sugar']",4
1549,"['citrus_fruit', 'other_vegetables']",2
1550,"['chicken', 'beef', 'other_vegetables']",3
1551,"['other_vegetables', 'hard_cheese', 'newspapers']",3
1552,"['frozen_potato_products', 'rolls/buns', 'brown_bread']",3
1553,"['other_vegetables', 'whole_milk', 'margarine']",3
1554,"['pip_fruit', 'other_vegetables', 'fruit/vegetable_juice']",3
1555,"['frozen_meals', 'ice_cream', 'frozen_potato_products']",3
1556,"['whole_milk', 'frozen_fish', 'rolls/buns', 'pickled_vegetables']",4
1557,"['mayonnaise', 'rolls/buns', 'soda', 'specialty_chocolate']",4
1558,"['rolls/buns', 'fruit/vegetable_juice']",2
1559,"['hard_cheese', 'candles']",2
1560,"['bottled_water', 'newspapers']",2
1561,"['citrus_fruit', 'domestic_eggs', 'jam']",3
1562,"['domestic_eggs', 'specialty_chocolate']",2
1563,"['frankfurter', 'citrus_fruit', 'rolls/buns', 'soda']",4
1564,"['white_bread', 'misc._beverages', 'long_life_bakery_product']",3
1565,"['frankfurter', 'rolls/buns', 'bottled_water']",3
1566,"['beverages', 'newspapers']",2
1567,"['butter', 'brown_bread', 'seasonal_products']",3
1568,"['salt', 'cling_film/bags']",2
1569,"['beef', 'root_vegetables', 'whole_milk', 'margarine']",4
1570,"['curd', 'semi-finished_bread', 'baking_powder']",3
1571,"['fruit/vegetable_juice', 'chewing_gum']",2
1572,"['frankfurter', 'whole_milk', 'cream_cheese', 'specialty_chocolate']",4
1573,"['citrus_fruit', 'root_vegetables', 'other_vegetables']",3
1574,"['tropical_fruit', 'curd']",2
1575,"['citrus_fruit', 'root_vegetables', 'other_vegetables', 'whole_milk']",4
1576,"['beef', 'other_vegetables', 'whipped/sour_cream', 'newspapers']",4
1577,"['whole_milk', 'butter', 'rolls/buns']",3
1578,"['whole_milk', 'bottled_water']",2
1579,"['chicken', 'frozen_vegetables', 'frozen_meals', 'frozen_dessert']",4
1580,"['whole_milk', 'rolls/buns']",2
1581,"['whole_milk', 'butter_milk']",2
1582,"['citrus_fruit', 'other_vegetables', 'yogurt']",3
1583,"['other_vegetables', 'whole_milk', 'yogurt', 'rolls/buns']",4
1584,"['rolls/buns', 'fruit/vegetable_juice']",2
1585,"['frozen_vegetables', 'rolls/buns']",2
1586,"['other_vegetables', 'curd', 'margarine']",3
1587,"['other_vegetables', 'whole_milk', 'bottled_water']",3
1588,"['ice_cream', 'brown_bread']",2
1589,"['pastry', 'soda']",2
1590,"['onions', 'other_vegetables', 'soda', 'fruit/vegetable_juice']",4
1591,"['other_vegetables', 'whole_milk', 'yogurt']",3
1592,"['yogurt', 'rolls/buns']",2
1593,"['whole_milk', 'curd', 'pastry']",3
1594,"['frankfurter', 'pip_fruit', 'whole_milk', 'soda']",4
1595,"['whole_milk', 'mayonnaise', 'soda', 'newspapers']",4
1596,"['condensed_milk', 'soda']",2
1597,"['margarine', 'long_life_bakery_product', 'candles']",3
1598,"['whole_milk', 'pet_care']",2
1599,"['processed_cheese', 'rolls/buns', 'soda', 'flower_(seeds)']",4
1600,"['whole_milk', 'rolls/buns', 'newspapers']",3
1601,"['turkey', 'beef', 'semi-finished_bread']",3
1602,"['other_vegetables', 'napkins']",2
1603,"['hard_cheese', 'salt', 'canned_vegetables']",3
1604,"['other_vegetables', 'curd_cheese']",2
1605,"['chicken', 'flower_(seeds)']",2
1606,"['other_vegetables', 'newspapers']",2
1607,"['chicken', 'other_vegetables', 'dessert', 'soda']",4
1608,"['bottled_water', 'soda']",2
1609,"['soda', 'candy']",2
1610,"['whipped/sour_cream', 'long_life_bakery_product', 'napkins', 'pot_plants']",4
1611,"['onions', 'other_vegetables']",2
1612,"['frozen_vegetables', 'soda']",2
1613,"['pip_fruit', 'frozen_meals', 'ice_cream', 'fruit/vegetable_juice']",4
1614,"['tropical_fruit', 'root_vegetables', 'domestic_eggs']",3
1615,"['margarine', 'soda']",2
1616,"['domestic_eggs', 'pastry']",2
1617,"['condensed_milk', 'pastry', 'female_sanitary_products', 'shopping_bags']",4
1618,"['tropical_fruit', 'whole_milk', 'beverages', 'rolls/buns']",4
1619,"['root_vegetables', 'other_vegetables', 'specialty_chocolate']",3
1620,"['citrus_fruit', 'soda', 'misc._beverages']",3
1621,"['waffles', 'newspapers']",2
1622,"['beverages', 'uht-milk', 'zwieback', 'misc._beverages']",4
1623,"['salty_snack', 'chocolate']",2
1624,"['white_bread', 'brown_bread']",2
1625,"['whole_milk', 'frozen_vegetables', 'pastry', 'cleaner']",4
1626,"['butter_milk', 'hard_cheese', 'instant_coffee']",3
1627,"['sugar', 'coffee']",2
1628,"['soups', 'canned_vegetables']",2
1629,"['bottled_water', 'soda', 'female_sanitary_products']",3
1630,"['other_vegetables', 'whole_milk', 'brown_bread']",3
1631,"['frankfurter', 'other_vegetables']",2
1632,"['domestic_eggs', 'pastry', 'hygiene_articles']",3
1633,"['tropical_fruit', 'oil']",2
1634,"['pastry', 'soda']",2
1635,"['other_vegetables', 'condensed_milk', 'coffee', 'detergent']",4
1636,"['whole_milk', 'pastry']",2
1637,"['root_vegetables', 'onions', 'other_vegetables', 'whole_milk']",4
1638,"['tropical_fruit', 'other_vegetables', 'yogurt', 'chewing_gum']",4
1639,"['specialty_chocolate', 'photo/film']",2
1640,"['other_vegetables', 'frozen_meals', 'domestic_eggs']",3
1641,"['tropical_fruit', 'other_vegetables', 'newspapers']",3
1642,"['tropical_fruit', 'other_vegetables', 'yogurt']",3
1643,"['misc._beverages', 'waffles', 'candy']",3
1644,"['other_vegetables', 'yogurt', 'white_bread']",3
1645,"['other_vegetables', 'chocolate_marshmallow']",2
1646,"['whole_milk', 'butter']",2
1647,"['misc._beverages', 'napkins']",2
1648,"['whole_milk', 'whipped/sour_cream', 'cream_cheese', 'soda']",4
1649,"['chicken', 'other_vegetables']",2
1650,"['dessert', 'long_life_bakery_product']",2
1651,"['soda', 'soap']",2
1652,"['root_vegetables', 'whipped/sour_cream']",2
1653,"['soda', 'misc._beverages']",2
1654,"['chicken', 'root_vegetables']",2
1655,"['beverages', 'specialty_bar']",2
1656,"['chicken', 'soda']",2
1657,"['citrus_fruit', 'bottled_water', 'dishes']",3
1658,"['tropical_fruit', 'yogurt', 'rolls/buns']",3
1659,"['tropical_fruit', 'other_vegetables', 'pickled_vegetables']",3
1660,"['cream_cheese', 'spread_cheese']",2
1661,"['rolls/buns', 'specialty_bar']",2
1662,"['meat', 'tropical_fruit', 'other_vegetables', 'candy']",4
1663,"['brown_bread', 'sauces', 'pet_care']",3
1664,"['uht-milk', 'brown_bread', 'coffee', 'shopping_bags']",4
1665,"['whole_milk', 'butter_milk']",2
1666,"['brown_bread', 'jam', 'fruit/vegetable_juice']",3
1667,"['other_vegetables', 'baking_powder', 'napkins']",3
1668,"['whole_milk', 'bottled_water']",2
1669,"['pastry', 'jam']",2
1670,"['beverages', 'bottled_water', 'long_life_bakery_product']",3
1671,"['tropical_fruit', 'packaged_fruit/vegetables', 'sliced_cheese']",3
1672,"['beef', 'root_vegetables', 'white_bread', 'soda']",4
1673,"['rolls/buns', 'bottled_water', 'dental_care', 'shopping_bags']",4
1674,"['domestic_eggs', 'salty_snack', 'popcorn', 'napkins']",4
1675,"['whole_milk', 'jam', 'canned_fish', 'waffles']",4
1676,"['whole_milk', 'cake_bar']",2
1677,"['hard_cheese', 'rolls/buns', 'sugar', 'candy']",4
1678,"['yogurt', 'margarine', 'fruit/vegetable_juice', 'shopping_bags']",4
1679,"['whole_milk', 'yogurt']",2
1680,"['citrus_fruit', 'newspapers']",2
1681,"['whipped/sour_cream', 'frozen_vegetables', 'hygiene_articles']",3
1682,"['yogurt', 'beverages', 'frozen_meals', 'long_life_bakery_product']",4
1683,"['pastry', 'soda']",2
1684,"['berries', 'pastry', 'seasonal_products', 'shopping_bags']",4
1685,"['domestic_eggs', 'soda', 'cake_bar']",3
1686,"['curd', 'rolls/buns', 'long_life_bakery_product']",3
1687,"['spread_cheese', 'rolls/buns', 'canned_fish']",3
1688,"['coffee', 'soda']",2
1689,"['other_vegetables', 'whole_milk', 'rolls/buns']",3
1690,"['dessert', 'fruit/vegetable_juice', 'long_life_bakery_product', 'waffles']",4
1691,"['whole_milk', 'whipped/sour_cream']",2
1692,"['frankfurter', 'whole_milk', 'mustard', 'chewing_gum']",4
1693,"['berries', 'root_vegetables', 'whole_milk']",3
1694,"['whole_milk', 'margarine']",2
1695,"['frankfurter', 'rolls/buns', 'chocolate']",3
1696,"['beef', 'butter']",2
1697,"['whole_milk', 'soda']",2
1698,"['pip_fruit', 'whole_milk']",2
1699,"['frankfurter', 'rolls/buns', 'soda', 'specialty_bar']",4
1700,"['soda', 'seasonal_products']",2
1701,"['chewing_gum', 'specialty_chocolate']",2
1702,"['flour', 'sugar']",2
1703,"['tropical_fruit', 'pip_fruit', 'whole_milk', 'flower_soil/fertilizer']",4
1704,"['pip_fruit', 'berries', 'yogurt']",3
1705,"['yogurt', 'margarine']",2
1706,"['whole_milk', 'cereals']",2
1707,"['whole_milk', 'margarine']",2
1708,"['pastry', 'soda']",2
1709,"['frozen_meals', 'soda']",2
1710,"['root_vegetables', 'whole_milk', 'curd']",3
1711,"['dessert', 'frozen_meals', 'soda', 'seasonal_products']",4
1712,"['soda', 'fruit/vegetable_juice']",2
1713,"['beef', 'cat_food', 'newspapers']",3
1714,"['citrus_fruit', 'whipped/sour_cream']",2
1715,"['berries', 'whipped/sour_cream', 'domestic_eggs']",3
1716,"['meat', 'chicken', 'other_vegetables', 'whole_milk']",4
1717,"['yogurt', 'domestic_eggs']",2
1718,"['citrus_fruit', 'root_vegetables', 'other_vegetables', 'ice_cream']",4
1719,"['soda', 'nut_snack', 'flower_(seeds)']",3
1720,"['fruit/vegetable_juice', 'hygiene_articles', 'napkins']",3
1721,"['citrus_fruit', 'root_vegetables', 'whole_milk', 'curd']",4
1722,"['whipped/sour_cream', 'frozen_vegetables', 'newspapers']",3
1723,"['yogurt', 'sliced_cheese', 'frozen_meals']",3
1724,"['chicken', 'other_vegetables']",2
1725,"['tropical_fruit', 'mustard', 'sauces']",3
1726,"['butter', 'curd']",2
1727,"['candy', 'photo/film']",2
1728,"['whipped/sour_cream', 'brown_bread']",2
1729,"['tropical_fruit', 'whole_milk', 'candles']",3
1730,"['rolls/buns', 'specialty_chocolate']",2
1731,"['pastry', 'soda']",2
1732,"['citrus_fruit', 'yogurt', 'canned_fruit']",3
1733,"['soda', 'snack_products', 'detergent']",3
1734,"['citrus_fruit', 'rolls/buns', 'specialty_bar']",3
1735,"['soda', 'misc._beverages', 'candy']",3
1736,"['pastry', 'long_life_bakery_product', 'waffles', 'napkins']",4
1737,"['soda', 'fruit/vegetable_juice']",2
1738,"['yogurt', 'specialty_bar']",2
1739,"['frankfurter', 'onions', 'pickled_vegetables']",3
1740,"['frankfurter', 'packaged_fruit/vegetables', 'soft_cheese', 'soda']",4
1741,"['citrus_fruit', 'tropical_fruit', 'prosecco']",3
1742,"['beef', 'whole_milk', 'white_bread']",3
1743,"['tropical_fruit', 'pip_fruit']",2
1744,"['chicken', 'tropical_fruit', 'yogurt']",3
1745,"['root_vegetables', 'herbs']",2
1746,"['meat', 'rolls/buns']",2
1747,"['pastry', 'cake_bar']",2
1748,"['yogurt', 'bottled_water', 'syrup', 'specialty_bar']",4
1749,"['whole_milk', 'brown_bread', 'soda']",3
1750,"['pip_fruit', 'other_vegetables', 'frozen_meals']",3
1751,"['soda', 'specialty_bar']",2
1752,"['yogurt', 'soft_cheese', 'rolls/buns', 'specialty_bar']",4
1753,"['turkey', 'beef', 'root_vegetables', 'whole_milk']",4
1754,"['chicken', 'bottled_water']",2
1755,"['tropical_fruit', 'other_vegetables', 'yogurt']",3
1756,"['uht-milk', 'hygiene_articles', 'napkins', 'cling_film/bags']",4
1757,"['coffee', 'shopping_bags']",2
1758,"['citrus_fruit', 'other_vegetables', 'canned_fish', 'bottled_water']",4
1759,"['whole_milk', 'yogurt', 'coffee']",3
1760,"['whipped/sour_cream', 'rolls/buns']",2
1761,"['butter_milk', 'salt', 'vinegar', 'cat_food']",4
1762,"['frankfurter', 'butter_milk', 'rolls/buns', 'coffee']",4
1763,"['chicken', 'other_vegetables', 'oil']",3
1764,"['whole_milk', 'newspapers']",2
1765,"['bottled_water', 'soda', 'misc._beverages', 'flower_soil/fertilizer']",4
1766,"['beverages', 'rolls/buns']",2
1767,"['other_vegetables', 'curd', 'yogurt', 'shopping_bags']",4
1768,"['packaged_fruit/vegetables', 'frozen_fish', 'napkins']",3
1769,"['soda', 'napkins']",2
1770,"['liver_loaf', 'rolls/buns', 'soda']",3
1771,"['meat', 'butter', 'pastry', 'soda']",4
1772,"['beef', 'other_vegetables', 'whole_milk', 'yogurt']",4
1773,"['chicken', 'whole_milk']",2
1774,"['bottled_water', 'soda']",2
1775,"['ice_cream', 'brown_bread', 'bottled_water', 'soda']",4
1776,"['other_vegetables', 'rolls/buns']",2
1777,"['root_vegetables', 'packaged_fruit/vegetables', 'pastry']",3
1778,"['rolls/buns', 'soda']",2
1779,"['herbs', 'packaged_fruit/vegetables']",2
1780,"['other_vegetables', 'whole_milk']",2
1781,"['ice_cream', 'frozen_dessert']",2
1782,"['pastry', 'soda']",2
1783,"['baking_powder', 'soda', 'shopping_bags']",3
1784,"['berries', 'other_vegetables']",2
1785,"['rolls/buns', 'soda']",2
1786,"['fish', 'coffee']",2
1787,"['tropical_fruit', 'onions']",2
1788,"['other_vegetables', 'butter_milk', 'cream_cheese', 'rolls/buns']",4
1789,"['margarine', 'flower_(seeds)']",2
1790,"['other_vegetables', 'rolls/buns', 'soda']",3
1791,"['soda', 'specialty_bar']",2
1792,"['pip_fruit', 'soft_cheese']",2
1793,"['tropical_fruit', 'margarine']",2
1794,"['other_vegetables', 'butter_milk', 'rolls/buns', 'meat_spreads']",4
1795,"['pastry', 'soda']",2
1796,"['frankfurter', 'rolls/buns', 'soda']",3
1797,"['domestic_eggs', 'rolls/buns']",2
1798,"['rolls/buns', 'canned_fish']",2
1799,"['domestic_eggs', 'soda', 'hygiene_articles']",3
1800,"['citrus_fruit', 'butter']",2
1801,"['ice_cream', 'brown_bread']",2
1802,"['pip_fruit', 'whole_milk', 'newspapers']",3
1803,"['soda', 'soap']",2
1804,"['other_vegetables', 'snack_products']",2
1805,"['beef', 'root_vegetables']",2
1806,"['pastry', 'canned_fish', 'salty_snack', 'waffles']",4
1807,"['whipped/sour_cream', 'curd_cheese', 'specialty_chocolate', 'abrasive_cleaner']",4
1808,"['salty_snack', 'newspapers', 'photo/film']",3
1809,"['frozen_meals', 'soda']",2
1810,"['citrus_fruit', 'dessert', 'seasonal_products']",3
1811,"['domestic_eggs', 'brown_bread', 'fruit/vegetable_juice', 'waffles']",4
1812,"['salty_snack', 'specialty_bar', 'napkins', 'newspapers']",4
1813,"['citrus_fruit', 'specialty_bar']",2
1814,"['ice_cream', 'soda']",2
1815,"['yogurt', 'soda']",2
1816,"['pastry', 'soda', 'specialty_bar']",3
1817,"['whipped/sour_cream', 'frozen_vegetables']",2
1818,"['fish', 'other_vegetables', 'white_bread', 'soda']",4
1819,"['pot_plants', 'shopping_bags']",2
1820,"['berries', 'salty_snack', 'nut_snack']",3
1821,"['white_bread', 'semi-finished_bread', 'soda']",3
1822,"['cream_cheese', 'rolls/buns', 'soda', 'chewing_gum']",4
1823,"['berries', 'soda']",2
1824,"['ice_cream', 'kitchen_towels']",2
1825,"['frankfurter', 'rolls/buns', 'chocolate']",3
1826,"['fruit/vegetable_juice', 'chocolate']",2
1827,"['beverages', 'cream_cheese', 'rolls/buns']",3
1828,"['tropical_fruit', 'soda']",2
1829,"['specialty_chocolate', 'newspapers']",2
1830,"['whole_milk', 'whipped/sour_cream', 'pot_plants']",3
1831,"['grapes', 'berries', 'pet_care', 'pot_plants']",4
1832,"['other_vegetables', 'whole_milk', 'curd']",3
1833,"['root_vegetables', 'other_vegetables']",2
1834,"['rolls/buns', 'misc._beverages']",2
1835,"['citrus_fruit', 'coffee']",2
1836,"['chicken', 'whole_milk']",2
1837,"['soap', 'napkins']",2
1838,"['cereals', 'pet_care', 'salty_snack', 'shopping_bags']",4
1839,"['tropical_fruit', 'yogurt', 'rolls/buns', 'waffles']",4
1840,"['yogurt', 'long_life_bakery_product']",2
1841,"['packaged_fruit/vegetables', 'soda', 'napkins']",3
1842,"['cream_cheese', 'rolls/buns']",2
1843,"['curd', 'rolls/buns']",2
1844,"['whole_milk', 'beverages']",2
1845,"['butter', 'white_bread']",2
1846,"['cooking_chocolate', 'female_sanitary_products']",2
1847,"['zwieback', 'long_life_bakery_product']",2
1848,"['cream_cheese', 'specialty_chocolate']",2
1849,"['whole_milk', 'cake_bar']",2
1850,"['domestic_eggs', 'chocolate_marshmallow', 'newspapers']",3
1851,"['butter_milk', 'coffee']",2
1852,"['whole_milk', 'dessert', 'pastry', 'long_life_bakery_product']",4
1853,"['beef', 'citrus_fruit', 'pip_fruit']",3
1854,"['frozen_fish', 'chocolate_marshmallow', 'candy', 'male_cosmetics']",4
1855,"['whole_milk', 'rolls/buns', 'pastry']",3
1856,"['frankfurter', 'other_vegetables', 'dessert']",3
1857,"['whole_milk', 'newspapers']",2
1858,"['rolls/buns', 'soda']",2
1859,"['whole_milk', 'ice_cream', 'soda']",3
1860,"['yogurt', 'frozen_meals', 'soda']",3
1861,"['tropical_fruit', 'pip_fruit', 'whole_milk']",3
1862,"['whole_milk', 'pastry', 'newspapers']",3
1863,"['pip_fruit', 'frozen_meals', 'soda', 'shopping_bags']",4
1864,"['berries', 'newspapers']",2
1865,"['brown_bread', 'meat_spreads', 'bottled_water', 'fruit/vegetable_juice']",4
1866,"['citrus_fruit', 'hygiene_articles', 'cling_film/bags']",3
1867,"['soda', 'cake_bar', 'candy']",3
1868,"['whole_milk', 'soda', 'seasonal_products']",3
1869,"['whole_milk', 'frozen_vegetables']",2
1870,"['whole_milk', 'spices']",2
1871,"['specialty_cheese', 'soda']",2
1872,"['canned_vegetables', 'bottled_water']",2
1873,"['spread_cheese', 'misc._beverages']",2
1874,"['other_vegetables', 'domestic_eggs', 'napkins', 'dishes']",4
1875,"['misc._beverages', 'specialty_chocolate', 'candy']",3
1876,"['beef', 'root_vegetables', 'hygiene_articles']",3
1877,"['yogurt', 'seasonal_products']",2
1878,"['tropical_fruit', 'seasonal_products']",2
1879,"['other_vegetables', 'sweet_spreads', 'long_life_bakery_product', 'detergent']",4
1880,"['curd', 'salty_snack']",2
1881,"['cat_food', 'female_sanitary_products']",2
1882,"['frankfurter', 'tropical_fruit']",2
1883,"['tropical_fruit', 'long_life_bakery_product']",2
1884,"['bottled_water', 'specialty_chocolate']",2
1885,"['bottled_water', 'male_cosmetics']",2
1886,"['curd', 'specialty_cheese', 'flour', 'long_life_bakery_product']",4
1887,"['whole_milk', 'cream_cheese', 'specialty_chocolate', 'candy']",4
1888,"['pastry', 'ketchup', 'chocolate', 'napkins']",4
1889,"['whipped/sour_cream', 'candy']",2
1890,"['brown_bread', 'pastry', 'bottled_water']",3
1891,"['chocolate', 'pot_plants', 'shopping_bags']",3
1892,"['frankfurter', 'yogurt', 'margarine', 'bottled_water']",4
1893,"['finished_products', 'pet_care', 'soda']",3
1894,"['detergent', 'softener', 'shopping_bags']",3
1895,"['citrus_fruit', 'whole_milk', 'pot_plants']",3
1896,"['frankfurter', 'margarine', 'newspapers', 'shopping_bags']",4
1897,"['curd', 'whipped/sour_cream', 'newspapers']",3
1898,"['other_vegetables', 'whole_milk', 'white_bread']",3
1899,"['frankfurter', 'whole_milk', 'bottled_water']",3
1900,"['bottled_water', 'soda', 'pot_plants']",3
1901,"['frankfurter', 'onions', 'whole_milk']",3
1902,"['condensed_milk', 'rolls/buns', 'sugar', 'cat_food']",4
1903,"['soda', 'long_life_bakery_product', 'shopping_bags']",3
1904,"['beef', 'rolls/buns', 'dog_food', 'soda']",4
1905,"['butter', 'frozen_vegetables', 'margarine', 'cake_bar']",4
1906,"['berries', 'beverages']",2
1907,"['whole_milk', 'bottled_water', 'pot_plants']",3
1908,"['frankfurter', 'root_vegetables', 'whole_milk', 'margarine']",4
1909,"['coffee', 'bottled_water', 'cling_film/bags']",3
1910,"['bottled_water', 'soda']",2
1911,"['whole_milk', 'rolls/buns', 'brown_bread', 'margarine']",4
1912,"['canned_vegetables', 'newspapers']",2
1913,"['other_vegetables', 'frozen_potato_products', 'oil', 'shopping_bags']",4
1914,"['meat', 'whole_milk', 'domestic_eggs', 'bottled_water']",4
1915,"['chicken', 'rolls/buns']",2
1916,"['whole_milk', 'whipped/sour_cream']",2
1917,"['other_vegetables', 'packaged_fruit/vegetables', 'whole_milk', 'white_bread']",4
1918,"['whole_milk', 'pot_plants']",2
1919,"['whole_milk', 'rolls/buns', 'pot_plants', 'shopping_bags']",4
1920,"['whole_milk', 'yogurt', 'coffee']",3
1921,"['whipped/sour_cream', 'specialty_fat', 'waffles', 'specialty_chocolate']",4
1922,"['long_life_bakery_product', 'newspapers']",2
1923,"['root_vegetables', 'margarine', 'bottled_water', 'soda']",4
1924,"['rolls/buns', 'roll_products', 'cat_food', 'shopping_bags']",4
1925,"['root_vegetables', 'other_vegetables', 'butter']",3
1926,"['citrus_fruit', 'onions', 'yogurt', 'rolls/buns']",4
1927,"['chicken', 'whole_milk', 'salty_snack', 'long_life_bakery_product']",4
1928,"['other_vegetables', 'butter_milk', 'frozen_fish', 'oil']",4
1929,"['frankfurter', 'bottled_water', 'soda', 'newspapers']",4
1930,"['butter_milk', 'cream_cheese', 'bottled_water']",3
1931,"['onions', 'pastry', 'pot_plants']",3
1932,"['berries', 'yogurt', 'domestic_eggs', 'newspapers']",4
1933,"['ice_cream', 'cereals', 'chewing_gum']",3
1934,"['whipped/sour_cream', 'ice_cream', 'pot_plants']",3
1935,"['beef', 'soda', 'detergent', 'flower_(seeds)']",4
1936,"['root_vegetables', 'domestic_eggs']",2
1937,"['whole_milk', 'dessert']",2
1938,"['yogurt', 'soft_cheese']",2
1939,"['citrus_fruit', 'pip_fruit', 'other_vegetables']",3
1940,"['frankfurter', 'meat', 'white_bread', 'newspapers']",4
1941,"['bottled_water', 'flower_(seeds)']",2
1942,"['finished_products', 'dessert', 'pastry', 'shopping_bags']",4
1943,"['dessert', 'misc._beverages', 'fruit/vegetable_juice']",3
1944,"['curd', 'whipped/sour_cream', 'bottled_water']",3
1945,"['whipped/sour_cream', 'newspapers']",2
1946,"['specialty_cheese', 'soap']",2
1947,"['misc._beverages', 'chocolate', 'shopping_bags']",3
1948,"['soda', 'chewing_gum']",2
1949,"['citrus_fruit', 'semi-finished_bread', 'newspapers']",3
1950,"['pip_fruit', 'misc._beverages']",2
1951,"['whole_milk', 'processed_cheese', 'pastry', 'soda']",4
1952,"['beef', 'other_vegetables', 'packaged_fruit/vegetables', 'dog_food']",4
1953,"['ice_cream', 'dishes']",2
1954,"['beef', 'ice_cream']",2
1955,"['berries', 'yogurt', 'whipped/sour_cream']",3
1956,"['bottled_water', 'soda']",2
1957,"['dessert', 'rolls/buns', 'waffles']",3
1958,"['white_bread', 'soda', 'shopping_bags']",3
1959,"['citrus_fruit', 'pip_fruit', 'other_vegetables', 'rolls/buns']",4
1960,"['citrus_fruit', 'butter', 'frozen_vegetables', 'baking_powder']",4
1961,"['frozen_potato_products', 'seasonal_products']",2
1962,"['curd', 'beverages', 'pastry', 'pot_plants']",4
1963,"['whipped/sour_cream', 'uht-milk', 'domestic_eggs']",3
1964,"['whole_milk', 'soda', 'specialty_bar', 'newspapers']",4
1965,"['oil', 'candy']",2
1966,"['beef', 'whipped/sour_cream', 'roll_products']",3
1967,"['canned_vegetables', 'female_sanitary_products', 'shopping_bags']",3
1968,"['dessert', 'bottled_water', 'fruit/vegetable_juice']",3
1969,"['chewing_gum', 'specialty_bar']",2
1970,"['onions', 'whole_milk', 'curd', 'soda']",4
1971,"['soda', 'misc._beverages', 'specialty_bar']",3
1972,"['citrus_fruit', 'tropical_fruit', 'pip_fruit', 'shopping_bags']",4
1973,"['coffee', 'seasonal_products', 'shopping_bags']",3
1974,"['chicken', 'curd']",2
1975,"['dessert', 'flower_soil/fertilizer', 'flower_(seeds)']",3
1976,"['condensed_milk', 'pastry', 'chocolate']",3
1977,"['brown_bread', 'soda']",2
1978,"['whole_milk', 'frozen_vegetables', 'bottled_water']",3
1979,"['whole_milk', 'yogurt', 'frozen_vegetables']",3
1980,"['pastry', 'chocolate', 'specialty_bar']",3
1981,"['whole_milk', 'dessert', 'yogurt', 'white_bread']",4
1982,"['frankfurter', 'grapes']",2
1983,"['citrus_fruit', 'oil', 'misc._beverages']",3
1984,"['yogurt', 'bottled_water', 'soda', 'newspapers']",4
1985,"['yogurt', 'waffles', 'hygiene_articles']",3
1986,"['butter_milk', 'white_bread', 'pet_care', 'newspapers']",4
1987,"['frozen_dessert', 'softener']",2
1988,"['hard_cheese', 'pastry', 'popcorn', 'pot_plants']",4
1989,"['onions', 'white_bread', 'hygiene_articles']",3
1990,"['yogurt', 'frozen_meals', 'soda']",3
1991,"['bottled_water', 'soda', 'chocolate', 'shopping_bags']",4
1992,"['yogurt', 'margarine', 'bottled_water', 'chewing_gum']",4
1993,"['sweet_spreads', 'waffles']",2
1994,"['tropical_fruit', 'yogurt', 'spread_cheese', 'brown_bread']",4
1995,"['whole_milk', 'brown_bread', 'newspapers']",3
1996,"['citrus_fruit', 'soda']",2
1997,"['yogurt', 'soda', 'fruit/vegetable_juice']",3
1998,"['whipped/sour_cream', 'napkins']",2
1999,"['other_vegetables', 'brown_bread']",2
2000,"['packaged_fruit/vegetables', 'whole_milk', 'soda']",3
2001,"['tropical_fruit', 'butter', 'whipped/sour_cream', 'rolls/buns']",4
2002,"['whole_milk', 'ice_cream']",2
2003,"['chewing_gum', 'hygiene_articles']",2
2004,"['tropical_fruit', 'whole_milk', 'long_life_bakery_product', 'chocolate']",4
2005,"['whole_milk', 'coffee']",2
2006,"['sweet_spreads', 'hygiene_articles', 'house_keeping_products']",3
2007,"['packaged_fruit/vegetables', 'fruit/vegetable_juice', 'salty_snack']",3
2008,"['other_vegetables', 'whole_milk']",2
2009,"['citrus_fruit', 'condensed_milk', 'flour']",3
2010,"['bottled_water', 'soda']",2
2011,"['white_bread', 'flour', 'fruit/vegetable_juice', 'hygiene_articles']",4
2012,"['uht-milk', 'bottled_water']",2
2013,"['nuts/prunes', 'canned_fish', 'soda', 'shopping_bags']",4
2014,"['oil', 'pickled_vegetables', 'hygiene_articles']",3
2015,"['berries', 'yogurt']",2
2016,"['citrus_fruit', 'rolls/buns', 'chewing_gum', 'shopping_bags']",4
2017,"['frankfurter', 'pastry', 'soda']",3
2018,"['whole_milk', 'sliced_cheese', 'rolls/buns', 'shopping_bags']",4
2019,"['beef', 'onions', 'other_vegetables', 'rolls/buns']",4
2020,"['pip_fruit', 'dish_cleaner', 'napkins']",3
2021,"['domestic_eggs', 'candy']",2
2022,"['whole_milk', 'butter', 'sugar', 'coffee']",4
2023,"['frankfurter', 'hygiene_articles']",2
2024,"['curd', 'yogurt', 'bathroom_cleaner']",3
2025,"['frankfurter', 'coffee']",2
